Log_Interval,10000,  uSec,,,,,,,,
Start,2023-07-26, 00:01:44,,,,,,,,
rec no,Acc x, Acc y, Acc z, Gyr x, Gyr y, Gyr z,Bat Cur.,Bat Volt,,
51004,-9.99,0.12,0.15,0.02,0.01,0.01,138,25,,
51005,-9.99,0.13,0.14,0.01,0.01,0.01,118,8,,
51006,-9.98,0.14,0.13,0.02,0.01,0.01,140,24,,
51007,-9.99,0.13,0.15,0.02,0.01,0.01,122,10,,
51008,-9.98,0.14,0.17,0.02,0.01,0.01,140,23,,
51009,-9.99,0.14,0.18,0.02,0.01,0.01,118,8,,
51010,-10,0.14,0.18,0.02,0.01,0.01,136,23,,
51011,-9.97,0.14,0.15,0.02,0.01,0.01,125,9,,
51012,-9.98,0.14,0.17,0.02,0.01,0.01,141,22,,
51013,-9.97,0.15,0.17,0.02,0.01,0,120,10,,
51014,-9.98,0.12,0.16,0.02,0.01,0.01,143,23,,
51015,-9.98,0.15,0.19,0.02,0.01,0.01,123,8,,
51016,-9.98,0.13,0.18,0.02,0.01,0.01,143,24,,
51017,-9.98,0.15,0.14,0.02,0.01,0.01,118,7,,
51018,-9.97,0.15,0.16,0.02,0.01,0.01,140,22,,
51019,-9.98,0.13,0.17,0.02,0.01,0.01,127,7,,
51020,-9.99,0.14,0.3,0.02,0.01,0,137,21,,
51021,-9.99,0.14,0.18,0.02,0.01,0.01,128,10,,
51022,-10.01,0.13,0.17,0.02,0,0.01,138,23,,
51023,-9.96,0.14,0.15,0.02,0.01,0.01,128,8,,
51024,-9.99,0.14,0.12,0.02,0.01,0.01,141,22,,
51025,-9.98,0.14,0.16,0.02,0.01,0.01,128,9,,
51026,-9.96,0.15,0.18,0.02,0.01,0.01,138,21,,
51027,-9.98,0.12,0.14,0.01,0.01,0,120,7,,
51028,-9.98,0.14,0.17,0.02,0.01,0.01,138,22,,
51029,-10,0.15,0.21,0.02,0.01,0.01,128,10,,
51030,-9.97,0.14,0.16,0.02,0.01,0.01,142,19,,
51031,-10,0.12,0.16,0.02,0.01,0.01,123,8,,
51032,-9.98,0.14,0.19,0.02,0.01,0.01,140,20,,
51033,-10,0.14,0.16,0.02,0.01,0.01,126,8,,
51034,-9.99,0.14,0.15,0.02,0.01,0.01,134,21,,
51035,-9.99,0.14,0.2,0.02,0.01,0,129,9,,
51036,-9.98,0.14,0.15,0.02,0.01,0.01,132,21,,
51037,-10,0.13,0.15,0.01,0.01,0.01,127,6,,
51038,-9.96,0.15,0.17,0.02,0,0.01,132,18,,
51039,-9.98,0.15,0.15,0.02,0.01,0.01,129,10,,
51040,-9.96,0.14,0.17,0.02,0.01,0.01,132,21,,
51041,-10.1,0.13,0.17,0.02,0,0.01,123,7,,
51042,-9.99,0.14,0.17,0.02,0.01,0.01,134,19,,
51043,-9.96,0.14,0.16,0.02,0,0.01,126,9,,
51044,-9.99,0.13,0.1,0.01,0.01,0.01,133,19,,
51045,-9.97,0.13,0.17,0.01,0.01,0.01,126,9,,
51046,-9.99,0.13,0.17,0.01,0.01,0.01,137,18,,
51047,-10.01,0.13,0.16,0.01,0.01,0.01,128,6,,
51048,-10,0.14,0.17,0.01,0.01,0.01,132,19,,
51049,-9.98,0.13,0.16,0.02,0.01,0.01,125,7,,
51050,-9.99,0.13,0.16,0.02,0.01,0,135,19,,
51051,-9.99,0.13,0.15,0.02,0.01,0,124,6,,
51052,-9.98,0.15,0.13,0.01,0,0.01,136,17,,
51053,-9.99,0.11,0.15,0.02,0,0.01,131,8,,
51054,-9.99,0.15,0.14,0.02,0.01,0.01,136,18,,
51055,-9.98,0.14,0.15,0.02,0.01,0.01,133,8,,
51056,-9.99,0.15,0.15,0.02,0.01,0.01,130,16,,
51057,-9.98,0.14,0.17,0.01,0.01,0.01,130,9,,
51058,-9.99,0.13,0.12,0.01,0.01,0.01,128,16,,
51059,-9.98,0.13,0.13,0.02,0.01,0.01,134,9,,
51060,-9.98,0.13,0.16,0.02,0.01,0.01,135,16,,
51061,-9.99,0.12,0.14,0.02,0.01,0.01,129,8,,
51062,-9.99,0.14,0.15,0.02,0,0.01,135,14,,
51063,-9.97,0.13,0.17,0.01,0.01,0.01,127,8,,
51064,-9.99,0.14,0.15,0.02,0.01,0.01,135,17,,
51065,-9.96,0.14,0.18,0.02,0.01,0.01,135,8,,
51066,-9.96,0.13,0.17,0.02,0.01,0.01,130,17,,
51067,-9.97,0.18,0.11,0.02,0.01,0,126,8,,
51068,-9.98,0.14,0.14,0.02,0,0,134,17,,
51069,-9.98,0.15,0.15,0.02,0.01,0.01,129,8,,
51070,-9.97,0.12,0.16,0.02,0.01,0.01,126,17,,
51071,-9.97,0.17,0.14,0.02,0.01,0.01,136,8,,
51072,-9.98,0.13,0.29,0.02,0.01,0.01,129,18,,
51073,-9.96,0.14,0.2,0.02,0.01,0.01,137,10,,
51074,-9.97,0.13,0.14,0.02,0.01,0.01,131,16,,
51075,-9.97,0.16,0.22,0.02,0.01,0.01,131,9,,
51076,-9.98,0.14,0.16,0.02,0,0.01,129,16,,
51077,-9.96,0.15,0.15,0.01,0.01,0.01,137,10,,
51078,-9.97,0.13,0.17,0.02,0.01,0.01,132,14,,
51079,-10,0.12,0.18,0.01,0.01,0.01,130,11,,
51080,-9.98,0.15,0.16,0.02,0,0.01,124,16,,
51081,-9.96,0.13,0.17,0.02,0.01,0.01,136,11,,
51082,-9.98,0.14,0.16,0.02,0.01,0.01,131,14,,
51083,-9.98,0.15,0.13,0.02,0.01,0.01,137,10,,
51084,-9.98,0.14,0.17,0.02,0,0.01,130,16,,
51085,-9.98,0.15,0.14,0.02,0.01,0.01,130,13,,
51086,-9.96,0.14,0.16,0.02,0.01,0.01,127,14,,
51087,-9.97,0.13,0.2,0.01,0.01,0.01,133,13,,
51088,-9.98,0.13,0.14,0.02,0.01,0.01,124,16,,
51089,-9.97,0.13,0.16,0.02,0.01,0.01,130,11,,
51090,-9.99,0.13,0.17,0.02,0.01,0.01,125,13,,
51091,-9.97,0.13,0.16,0.01,0.01,0,135,12,,
51092,-9.99,0.15,0.17,0.02,0.01,0,128,16,,
51093,-9.97,0.13,0.2,0.01,0.01,0.01,133,15,,
51094,-9.97,0.13,0.15,0.02,0.01,0.01,128,14,,
51095,-9.96,0.14,0.16,0.02,0,0.01,131,13,,
51096,-10,0.14,0.15,0.02,0.01,0.01,128,14,,
51097,-9.98,0.12,0.17,0.02,0.01,0.01,136,15,,
51098,-9.99,0.14,0.15,0.02,0.01,0.01,124,12,,
51099,-9.99,0.14,0.15,0.01,0.01,0.01,141,13,,
51100,-9.97,0.14,0.16,0.02,0.01,0,123,14,,
51101,-9.97,0.15,0.2,0.01,0.01,0.01,140,14,,
51102,-9.98,0.13,0.15,0.02,0.01,0.01,126,15,,
51103,-9.95,0.15,0.15,0.02,0.01,0.01,141,16,,
51104,-9.98,0.14,0.14,0.02,0.01,0.01,130,13,,
51105,-9.99,0.13,0.15,0.02,0.01,0.01,134,17,,
51106,-9.97,0.14,0.14,0.02,0.01,0.01,129,14,,
51107,-9.97,0.14,0.15,0.02,0.01,0.01,134,17,,
51108,-9.98,0.13,0.15,0.01,0.01,0.01,127,12,,
51109,-9.99,0.14,0.15,0.02,0.01,0.01,139,16,,
51110,-10,0.13,0.14,0.02,0.01,0.01,120,13,,
51111,-9.99,0.13,0.16,0.02,0.01,0.01,142,16,,
51112,-9.99,0.14,0.17,0.02,0.01,0.01,120,12,,
51113,-9.97,0.15,0.13,0.02,0.01,0.01,141,16,,
51114,-9.96,0.15,0.13,0.02,0.01,0.01,128,12,,
51115,-9.97,0.15,0.14,0.02,0.01,0.01,140,18,,
51116,-9.97,0.14,0.21,0.02,0.01,0.01,127,13,,
51117,-9.97,0.15,0.15,0.02,0.01,0.01,143,18,,
51118,-9.99,0.15,0.16,0.02,0.01,0.01,119,11,,
51119,-9.96,0.15,0.23,0.01,0.01,0.01,136,19,,
51120,-9.99,0.14,0.15,0.02,0.01,0.01,119,11,,
51121,-9.97,0.15,0.15,0.02,0.01,0,144,19,,
51122,-10,0.11,0.18,0.02,0.01,0.01,126,13,,
51123,-9.99,0.16,0.15,0.02,0.01,0.01,142,19,,
51124,-9.96,0.15,0.19,0.02,0.01,0.01,124,12,,
51125,-9.97,0.14,0.16,0.02,0.01,0.01,144,19,,
51126,-9.98,0.14,0.17,0.02,0.01,0.01,122,13,,
51127,-9.96,0.13,0.14,0.02,0.01,0.01,145,23,,
51128,-10,0.15,0.15,0.01,0.01,0.01,125,12,,
51129,-9.99,0.15,0.17,0.02,0.01,0.01,145,22,,
51130,-9.97,0.13,0.15,0.02,0.01,0.01,118,12,,
51131,-9.97,0.14,0.14,0.02,0.01,0.01,145,21,,
51132,-9.96,0.15,0.17,0.02,0.01,0.01,126,10,,
51133,-9.97,0.12,0.13,0.02,0.01,0.01,144,20,,
51134,-9.98,0.13,0.16,0.01,0.01,0.01,120,10,,
51135,-10.01,0.15,0.14,0.02,0.01,0.01,140,21,,
51136,-9.99,0.12,0.2,0.02,0.01,0.01,123,10,,
51137,-9.99,0.14,0.17,0.02,0.01,0.01,136,21,,
51138,-9.97,0.16,0.16,0.02,0.01,0.01,116,13,,
51139,-9.98,0.15,0.15,0.02,0.01,0.01,144,22,,
51140,-9.99,0.15,0.17,0.02,0.01,0,120,12,,
51141,-9.99,0.12,0.15,0.02,0.01,0.01,140,21,,
51142,-9.98,0.13,0.14,0.02,0.01,0.01,124,9,,
51143,-9.97,0.15,0.15,0.01,0.01,0.01,146,24,,
51144,-9.99,0.14,0.15,0.02,0.01,0.01,120,14,,
51145,-9.98,0.14,0.2,0.02,0.01,0.01,146,23,,
51146,-10.01,0.14,0.16,0.02,0.01,0.01,118,10,,
51147,-9.98,0.13,0.03,0.02,0.01,0,144,21,,
51148,-10.01,0.16,0.19,0.01,0.01,0.01,125,9,,
51149,-9.96,0.15,0.16,0.02,0.01,0.01,139,24,,
51150,-9.98,0.15,0.16,0.02,0.01,0.01,125,9,,
51151,-9.98,0.14,0.17,0.01,0.01,0.01,145,22,,
51152,-9.98,0.15,0.15,0.02,0.01,0.01,117,11,,
51153,-9.99,0.14,0.09,0.01,0.01,0.01,138,22,,
51154,-9.97,0.11,0.14,0.02,0.01,0.01,126,9,,
51155,-9.97,0.15,0.15,0.01,0.01,0.01,144,23,,
51156,-9.97,0.15,0.11,0.02,0.01,0.01,125,9,,
51157,-9.97,0.14,0.15,0.02,0.01,0.01,139,25,,
51158,-9.98,0.14,0.13,0.02,0.01,0.01,125,11,,
51159,-9.97,0.14,0.15,0.02,0.01,0.01,142,24,,
51160,-9.97,0.13,0.15,0.02,0.01,0.01,118,11,,
51161,-9.97,0.14,0.16,0.02,0.01,0.01,146,23,,
51162,-10,0.14,0.13,0.02,0.01,0.01,122,9,,
51163,-9.97,0.14,0.14,0.02,0.01,0.01,144,22,,
51164,-9.99,0.14,0.18,0.02,0.01,0.01,122,10,,
51165,-9.99,0.14,0.16,0.02,0.01,0.01,145,23,,
51166,-9.97,0.14,0.17,0.02,0.01,0.01,117,12,,
51167,-9.97,0.15,0.15,0.02,0,0.01,139,25,,
51168,-10,0.13,0.07,0.02,0.01,0.01,119,8,,
51169,-9.98,0.15,0.15,0.02,0.01,0.01,145,24,,
51170,-9.97,0.12,0.16,0.02,0,0.01,125,9,,
51171,-10,0.13,0.19,0.01,0.01,0.01,146,25,,
51172,-9.98,0.14,0.15,0.02,0.01,0.01,124,8,,
51173,-9.97,0.16,0.13,0.02,0.01,0.01,137,24,,
51174,-10,0.13,0.13,0.02,0,0.01,118,9,,
51175,-9.97,0.14,0.15,0.02,0.01,0.01,139,23,,
51176,-9.99,0.15,0.02,0.01,0.01,0.01,123,8,,
51177,-9.98,0.13,0.14,0.02,0.01,0.01,137,22,,
51178,-9.98,0.13,0.16,0.01,0.01,0.01,125,11,,
51179,-9.97,0.16,0.16,0.02,0.01,0.01,136,23,,
51180,-9.98,0.14,0.15,0.02,0.01,0.01,128,9,,
51181,-9.96,0.13,0.16,0.01,0.01,0.01,137,24,,
51182,-9.98,0.13,0.19,0.02,0.01,0.01,119,9,,
51183,-9.99,0.13,0.13,0.02,0.01,0,145,23,,
51184,-9.99,0.13,0.14,0.02,0.01,0.01,123,10,,
51185,-10,0.15,0.17,0.02,0.01,0.01,135,22,,
51186,-9.97,0.14,0.18,0.02,0.01,0.01,124,8,,
51187,-10,0.13,0.15,0.02,0.01,0.01,136,22,,
51188,-9.99,0.14,0.11,0.02,0.01,0.01,128,9,,
51189,-9.97,0.14,0.2,0.02,0.01,0.01,143,22,,
51190,-9.98,0.16,0.18,0.02,0.01,0.01,119,7,,
51191,-9.96,0.14,0.15,0.02,0.01,0.01,136,23,,
51192,-9.98,0.13,0.17,0.01,0.01,0.01,120,7,,
51193,-9.98,0.14,0.15,0.02,0,0.01,136,23,,
51194,-9.97,0.13,0.22,0.01,0.01,0.01,121,8,,
51195,-9.96,0.14,0.16,0.02,0.01,0.01,135,21,,
51196,-9.96,0.14,0.15,0.02,0.01,0.01,122,10,,
51197,-9.98,0.12,0.19,0.02,0.01,0.01,141,21,,
51198,-9.97,0.14,0.14,0.02,0.01,0.01,124,9,,
51199,-9.99,0.13,0.15,0.02,0.01,0.01,140,21,,
51200,-9.97,0.13,0.18,0.02,0,0.01,121,8,,
51201,-10,0.13,0.16,0.02,0.01,0.01,134,22,,
51202,-9.97,0.12,0.14,0.02,0.01,0.01,122,8,,
51203,-9.97,0.12,0.1,0.01,0.01,0.01,134,21,,
51204,-9.99,0.13,0.17,0.01,0.01,0.01,129,8,,
51205,-9.98,0.13,0.15,0.02,0.01,0.01,141,20,,
51206,-9.99,0.14,0.15,0.02,0.01,0.01,126,7,,
51207,-9.98,0.16,0.15,0.02,0.01,0.01,130,20,,
51208,-9.98,0.13,0.17,0.02,0.01,0.01,127,6,,
51209,-9.97,0.13,0.18,0.02,0.01,0.01,141,20,,
51210,-9.97,0.14,0.17,0.02,0.01,0.01,129,8,,
51211,-9.97,0.16,0.01,0.02,0.01,0.01,139,18,,
51212,-9.96,0.13,0.14,0.02,0.02,0.01,128,6,,
51213,-9.97,0.15,0.16,0.02,0.01,0.01,131,18,,
51214,-9.99,0.14,0.3,0.02,0.01,0.01,123,7,,
51215,-9.95,0.18,0.16,0.02,0.01,0,130,19,,
51216,-9.98,0.12,0.16,0.02,0.01,0.01,122,8,,
51217,-9.99,0.15,0.01,0.02,0.01,0.01,130,19,,
51218,-9.99,0.13,0.14,0.02,0.01,0.01,122,8,,
51219,-9.97,0.13,0.16,0.02,0.01,0.01,129,18,,
51220,-9.97,0.15,0.15,0.01,0.01,0.01,124,9,,
51221,-9.97,0.16,0.16,0.02,0.01,0.01,137,17,,
51222,-9.97,0.14,0.18,0.02,0.01,0.01,129,9,,
51223,-9.98,0.13,0.12,0.02,0.01,0.01,132,16,,
51224,-9.97,0.15,0.17,0.02,0.01,0.01,126,6,,
51225,-10.02,0.15,0.14,0.02,0.01,0.01,129,16,,
51226,-9.95,0.28,0.11,0.02,0.01,0,126,8,,
51227,-9.99,0.15,0.14,0.01,0.01,0.01,136,16,,
51228,-9.98,0.14,0.17,0.02,0.01,0.01,129,8,,
51229,-9.98,0.15,0.13,0.02,0.01,0.01,128,16,,
51230,-9.98,0.13,0.16,0.02,0.01,0.01,127,6,,
51231,-9.98,0.15,0.18,0.02,0.01,0.01,129,17,,
51232,-9.98,0.11,0.19,0.02,0.01,0.01,127,9,,
51233,-10,0.13,0.15,0.02,0.01,0.01,129,16,,
51234,-9.99,0.14,0.15,0.02,0.01,0.01,126,8,,
51235,-9.98,0.14,0.21,0.01,0.01,0.01,136,16,,
51236,-9.98,0.14,0.17,0.02,0.01,0.01,130,8,,
51237,-9.98,0.13,0.15,0.02,0.01,0.01,130,16,,
51238,-9.99,0.17,0.16,0.02,0.01,0,131,10,,
51239,-9.99,0.13,0.14,0.02,0.01,0.01,130,18,,
51240,-9.97,0.14,0.3,0.02,0.01,0.01,134,9,,
51241,-10.02,0.15,0.18,0.02,0.01,0.01,127,17,,
51242,-9.98,0.14,0.15,0.02,0.01,0.01,129,9,,
51243,-9.98,0.14,0.18,0.02,0.01,0.01,133,15,,
51244,-9.98,0.13,0.17,0.02,0,0.01,131,11,,
51245,-9.99,0.14,0.16,0.02,0.01,0.01,128,15,,
51246,-9.99,0.15,0.21,0.02,0.01,0.01,130,10,,
51247,-9.96,0.13,0.16,0.02,0.01,0.01,129,15,,
51248,-9.98,0.14,0.14,0.01,0.01,0.01,136,11,,
51249,-9.97,0.13,0.14,0.02,0.01,0.01,128,16,,
51250,-10,0.14,0.12,0.01,0.01,0.01,136,10,,
51251,-9.99,0.14,0.17,0.02,0.01,0.01,123,14,,
51252,-9.97,0.15,0.18,0.02,0.01,0.01,137,9,,
51253,-9.99,0.14,0.17,0.02,0.01,0.01,128,15,,
51254,-9.99,0.13,0.15,0.01,0.01,0.01,136,12,,
51255,-9.99,0.14,0.12,0.02,0.01,0.01,125,13,,
51256,-9.98,0.14,0.14,0.02,0.01,0.01,132,10,,
51257,-9.97,0.14,0.15,0.02,0,0.01,133,16,,
51258,-9.96,0.12,0.21,0.02,0.01,0.01,134,12,,
51259,-9.99,0.11,0.14,0.02,0.01,0.01,124,13,,
51260,-9.99,0.13,0.15,0.02,0.01,0.01,133,14,,
51261,-9.99,0.13,0.17,0.02,0.01,0.01,127,14,,
51262,-9.98,0.14,0.15,0.02,0.01,0.01,141,12,,
51263,-9.99,0.16,0.15,0.02,0,0.01,124,13,,
51264,-9.99,0.14,0.18,0.02,0.01,0.01,137,13,,
51265,-9.99,0.16,0.17,0.02,0.01,0.01,132,15,,
51266,-9.97,0.14,0.15,0.02,0.01,0.01,134,12,,
51267,-9.99,0.16,0.2,0.02,0.01,0.01,122,12,,
51268,-9.98,0.15,0.18,0.02,0.01,0.01,134,13,,
51269,-10,0.13,0.15,0.01,0.01,0.01,128,13,,
51270,-10,0.12,0.12,0.02,0.01,0.01,135,17,,
51271,-10,0.14,0.16,0.02,0.01,0.01,128,14,,
51272,-9.98,0.14,0,0.01,0.01,0.01,141,16,,
51273,-9.81,0.15,0.15,0.02,0.01,0.01,124,14,,
51274,-9.98,0.13,0.17,0.02,0.01,0.01,142,16,,
51275,-9.98,0.13,0.13,0.02,0.01,0.01,125,11,,
51276,-9.97,0.13,0.16,0.02,0,0.01,135,15,,
51277,-10,0.13,0.17,0.02,0.01,0.01,127,14,,
51278,-9.98,0.13,0.18,0.02,0.01,0.01,135,17,,
51279,-9.97,0.15,0.18,0.02,0.01,0.01,120,13,,
51280,-9.99,0.13,0.16,0.02,0.01,0.01,141,16,,
51281,-9.98,0.14,0.14,0.02,0,0,120,13,,
51282,-10,0.14,0.16,0.01,0.01,0.01,135,19,,
51283,-9.97,0.15,0.15,0.02,0.01,0.01,120,12,,
51284,-9.98,0.13,0.17,0.02,0.01,0.01,140,19,,
51285,-10,0.13,0.17,0.02,0,0.01,119,13,,
51286,-9.99,0.14,0.18,0.02,0.01,0.01,139,20,,
51287,-9.98,0.15,0.2,0.02,0.01,0.01,120,11,,
51288,-9.95,0.15,0.15,0.02,0,0.01,135,20,,
51289,-9.96,0.16,0.16,0.01,0.01,0.01,126,12,,
51290,-9.99,0.16,0.17,0.02,0.01,0.01,142,20,,
51291,-9.98,0.15,0.14,0.02,0.01,0.01,125,13,,
51292,-10,0.13,0.15,0.02,0.01,0.01,141,21,,
51293,-9.98,0.15,0.1,0.01,0.01,0.01,124,12,,
51294,-9.98,0.14,0.16,0.02,0.01,0.01,136,19,,
51295,-10,0.13,0.16,0.02,0.01,0.01,122,12,,
51296,-9.95,0.14,0.15,0.02,0.01,0.01,146,21,,
51297,-10,0.15,0.14,0.02,0.01,0.01,119,11,,
51298,-9.97,0.15,0.17,0.02,0.01,0.01,140,20,,
51299,-9.99,0.13,0.13,0.02,0.01,0.01,124,11,,
51300,-9.98,0.15,0.15,0.02,0.01,0.01,143,23,,
51301,-9.98,0.14,0.17,0.02,0.01,0.01,121,11,,
51302,-9.98,0.16,0.19,0.02,0.01,0.01,142,23,,
51303,-10,0.15,0.18,0.02,0.01,0.01,126,10,,
51304,-9.98,0.16,0.17,0.02,0.01,0.01,143,23,,
51305,-9.82,0.16,0.15,0.02,0.01,0.01,122,12,,
51306,-9.97,0.15,0.15,0.02,0.01,0.01,138,23,,
51307,-9.98,0.15,0.15,0.02,0.01,0.01,124,10,,
51308,-9.98,0.15,0.17,0.02,0.01,0.01,144,22,,
51309,-9.99,0.14,0.16,0.02,0.01,0,125,12,,
51310,-9.98,0.16,0.15,0.02,0.01,0.01,146,24,,
51311,-9.97,0.15,0.21,0.02,0.01,0.01,118,10,,
51312,-9.99,0.12,0.17,0.02,0.01,0.01,144,23,,
51313,-9.98,0.13,0.22,0.02,0.01,0,122,9,,
51314,-9.96,0.12,0.18,0.02,0.01,0.01,143,24,,
51315,-9.96,0.13,0.16,0.02,0.01,0.01,123,10,,
51316,-10,0.14,0.19,0.02,0.01,0.01,140,22,,
51317,-9.98,0.15,0.19,0.01,0.01,0.01,118,10,,
51318,-9.97,0.13,0.14,0.01,0.01,0.01,141,24,,
51319,-10,0.14,0.13,0.02,0.01,0.01,122,9,,
51320,-9.99,0.13,0.16,0.02,0.01,0.01,140,23,,
51321,-9.97,0.13,0.16,0.01,0.01,0.01,123,11,,
51322,-9.99,0.14,0.1,0.01,0,0.01,142,23,,
51323,-9.98,0.15,0.16,0.02,0.01,0.01,121,12,,
51324,-9.98,0.14,0.16,0.02,0.01,0.01,145,25,,
51325,-9.97,0.14,0.17,0.02,0.01,0.01,122,11,,
51326,-9.97,0.13,0.16,0.01,0,0.01,140,23,,
51327,-9.98,0.14,0.15,0.02,0.01,0.01,118,11,,
51328,-9.99,0.14,0.18,0.02,0.01,0.01,140,23,,
51329,-9.98,0.14,0.15,0.02,0.01,0.01,119,11,,
51330,-9.99,0.14,0.3,0.02,0.01,0.01,140,27,,
51331,-10,0.16,0.15,0.02,0.01,0.01,116,11,,
51332,-9.99,0.14,0.16,0.02,0.01,0.01,142,24,,
51333,-9.98,0.13,0.29,0.01,0,0.01,126,9,,
51334,-9.98,0.13,0.19,0.01,0.01,0.01,137,24,,
51335,-9.97,0.14,0.17,0.02,0,0.01,118,9,,
51336,-10,0.13,0.21,0.02,0.01,0.01,147,24,,
51337,-9.99,0.15,0.15,0.02,0.01,0.01,126,9,,
51338,-9.98,0.15,0.16,0.02,0,0.01,145,25,,
51339,-10,0.15,0.21,0.02,0.01,0.01,126,8,,
51340,-9.98,0.16,0.16,0.02,0.01,0.01,137,25,,
51341,-9.97,0.14,0.16,0.02,0.01,0.01,126,9,,
51342,-9.98,0.14,0.1,0.01,0.01,0.01,145,24,,
51343,-9.97,0.15,0.17,0.02,0.01,0.01,127,11,,
51344,-9.96,0.15,0.15,0.01,0.01,0.01,140,25,,
51345,-9.97,0.14,0.19,0.01,0.01,0.01,121,9,,
51346,-9.99,0.14,0.17,0.02,0.01,0.01,145,25,,
51347,-9.97,0.13,0.13,0.01,0.01,0.01,125,10,,
51348,-9.98,0.13,0.13,0.02,0.01,0.01,139,23,,
51349,-9.97,0.13,0.17,0.02,0.01,0.01,119,10,,
51350,-9.99,0.13,0.13,0.02,0.01,0.01,137,22,,
51351,-9.96,0.16,0.18,0.02,0.01,0.01,119,8,,
51352,-9.95,0.15,0.15,0.01,0.01,0.01,136,23,,
51353,-9.97,0.14,0.16,0.02,0.01,0.01,120,8,,
51354,-9.97,0.16,0.17,0.02,0.01,0.01,144,23,,
51355,-9.98,0.14,0.16,0.02,0.01,0.01,121,8,,
51356,-10.01,0.15,0.14,0.02,0.01,0.01,136,24,,
51357,-9.99,0.16,0.15,0.02,0.01,0.01,121,9,,
51358,-9.97,0.14,0.14,0.02,0.01,0.01,138,23,,
51359,-9.99,0.12,0.14,0.02,0.01,0.01,128,10,,
51360,-9.99,0.15,0.16,0.02,0.01,0.01,138,21,,
51361,-9.96,0.13,0.15,0.01,0.01,0.01,122,8,,
51362,-9.99,0.17,0.01,0.02,0.01,0.01,135,22,,
51363,-9.97,0.13,0.19,0.02,0.01,0.01,125,6,,
51364,-9.99,0.16,0.15,0.02,0.01,0,135,24,,
51365,-10,0.14,0.15,0.02,0.01,0.01,123,9,,
51366,-9.98,0.17,0.15,0.02,0.01,0.01,141,20,,
51367,-10,0.14,0.16,0.02,0.01,0.01,120,8,,
51368,-9.99,0.13,0.28,0.02,0.01,0.01,136,20,,
51369,-9.98,0.14,0.11,0.02,0.01,0.01,126,8,,
51370,-9.99,0.15,0.15,0.02,0.01,0.01,141,20,,
51371,-9.98,0.14,0.14,0.01,0.01,0.01,122,8,,
51372,-10,0.13,0.16,0.02,0,0,132,21,,
51373,-9.98,0.14,0.16,0.02,0.01,0.01,126,8,,
51374,-9.99,0.15,0.13,0.01,0.01,0,134,19,,
51375,-9.97,0.15,0.14,0.02,0.01,0.01,128,6,,
51376,-9.97,0.15,0.15,0.02,0,0.01,136,21,,
51377,-9.97,0.15,0.13,0.02,0.01,0.01,127,6,,
51378,-9.97,0.13,0.16,0.02,0.01,0.01,134,20,,
51379,-9.98,0.14,0.16,0.02,0,0.01,122,7,,
51380,-9.99,0.12,0.15,0.02,0.01,0.01,132,19,,
51381,-9.97,0.14,0.16,0.01,0.01,0.01,128,8,,
51382,-9.97,0.14,0.15,0.02,0.01,0.01,138,19,,
51383,-9.97,0.14,0.11,0.02,0.01,0.01,121,6,,
51384,-9.96,0.13,0.18,0.02,0.01,0.01,135,17,,
51385,-10,0.13,0.17,0.02,0.01,0.01,130,8,,
51386,-9.99,0.14,0.15,0.02,0.01,0.01,134,18,,
51387,-9.99,0.14,0.18,0.02,0.01,0.01,130,7,,
51388,-9.97,0.15,0.01,0.02,0.01,0.01,134,18,,
51389,-9.96,0.15,0.14,0.01,0,0.01,131,6,,
51390,-9.97,0.12,0.17,0.02,0.01,0.01,135,18,,
51391,-9.97,0.14,0.16,0.02,0.01,0.01,131,7,,
51392,-9.97,0.13,0.21,0.01,0.01,0.01,130,16,,
51393,-9.99,0.13,0.15,0.02,0.01,0.01,131,7,,
51394,-9.97,0.15,0.14,0.02,0.01,0.01,131,16,,
51395,-9.97,0.16,0.16,0.01,0.01,0.01,125,6,,
51396,-9.98,0.15,0.15,0.02,0.01,0.01,127,17,,
51397,-9.98,0.14,0.18,0.02,0.01,0.01,131,6,,
51398,-9.97,0.14,0.17,0.02,0.01,0.01,136,18,,
51399,-9.97,0.14,0.16,0.02,0.01,0.01,131,9,,
51400,-9.99,0.15,0.12,0.02,0.01,0.01,135,17,,
51401,-9.97,0.14,0.16,0.01,0.01,0,131,8,,
51402,-9.98,0.12,0.15,0.02,0.01,0.01,132,19,,
51403,-9.99,0.14,0.12,0.02,0.01,0.01,134,8,,
51404,-9.99,0.12,0.16,0.02,0.01,0.01,132,17,,
51405,-9.99,0.16,0.16,0.01,0.01,0,134,10,,
51406,-9.97,0.11,0.15,0.02,0.01,0.01,126,18,,
51407,-9.99,0.17,0.15,0.02,0.01,0.01,129,8,,
51408,-9.97,0.12,0.14,0.02,0.01,0.01,128,15,,
51409,-9.97,0.15,0.22,0.02,0.01,0.01,135,10,,
51410,-9.99,0.14,0.14,0.02,0.01,0.01,133,16,,
51411,-9.96,0.14,0.15,0.02,0.01,0.01,128,10,,
51412,-9.96,0.16,0.17,0.02,0.01,0.01,125,16,,
51413,-9.97,0.15,0.16,0.02,0.01,0.01,136,9,,
51414,-10,0.14,0.16,0.02,0.01,0.01,131,14,,
51415,-9.97,0.14,0.17,0.02,0.01,0.01,133,9,,
51416,-10,0.14,0.18,0.02,0.01,0.01,128,14,,
51417,-9.98,0.12,0.15,0.02,0.01,0.01,137,8,,
